path	scope	state	head_blob	behavior	classification
data/linear-export/f6cba355-c75a-4235-8888-13cb6b2ecd32/baseline-initiativeToProjects-0-66c0b4e2cf3b7ba75b9571884930ee881caf71c45a1a077d9277cdfd68398d98.json.gpg	fork-only	added	726c362e969e	fix(session): HOME-149 audit remediation	retained
data/linear-export/f6cba355-c75a-4235-8888-13cb6b2ecd32/baseline-initiatives-0-71154621c2b35f6a342aca67a8878147d15e9e7f0454b069d9cd3b0950cacde0.json.gpg	fork-only	added	ee6f53f52df2	fix(session): HOME-149 audit remediation	retained
data/linear-export/f6cba355-c75a-4235-8888-13cb6b2ecd32/baseline-issueLabels-0-f3d943e3d853541a15da1544b2422032943c5e6b47001167d572ad3f36652d7d.json.gpg	fork-only	added	39c4b784eff4	fix(session): HOME-149 audit remediation	retained
data/linear-export/f6cba355-c75a-4235-8888-13cb6b2ecd32/baseline-issueRelations-0-915702a848cd4fc0bb5a3f652f3379617689b8b90454e872eae3a8e0562ff6ef.json.gpg	fork-only	added	bcd1bf5f44bf	fix(session): HOME-149 audit remediation	retained
data/linear-export/f6cba355-c75a-4235-8888-13cb6b2ecd32/baseline-issues-0-075198295770cb2f280de7ce7bdc54950f10b689973bf0a42bbd1e6cfb40844f.json.gpg	fork-only	added	e7b4896a1d4c	fix(session): HOME-149 audit remediation	retained
data/linear-export/f6cba355-c75a-4235-8888-13cb6b2ecd32/baseline-issues-1-d9414e41a400b52a69ab6e6e86c9d37b603e12db6259cee3a8cb8000af9dafa7.json.gpg	fork-only	added	fcfe98a8eed9	fix(session): HOME-149 audit remediation	retained
data/linear-export/f6cba355-c75a-4235-8888-13cb6b2ecd32/baseline-issues-2-e86a9c8329f17061359df530c0bef8274dd1a8e7a474bfae1577635c134a6e72.json.gpg	fork-only	added	cd140d89d033	fix(session): HOME-149 audit remediation	retained
data/linear-export/f6cba355-c75a-4235-8888-13cb6b2ecd32/baseline-projectMilestones-0-e9ad680017408850c3cfe0458ff2ffec741b0e7e1e69acd88267db12c63f7d06.json.gpg	fork-only	added	3025f3169a24	fix(session): HOME-149 audit remediation	retained
data/linear-export/f6cba355-c75a-4235-8888-13cb6b2ecd32/baseline-projectUpdates-0-378f885cc25a6635a37f4d945a606cddf327b8a69f071fe8c11b5ce1ea2ff865.json.gpg	fork-only	added	98b66690ad46	fix(session): HOME-149 audit remediation	retained
data/linear-export/f6cba355-c75a-4235-8888-13cb6b2ecd32/baseline-projects-0-36a3a4255bae560f07b6099fcfd41a394d093fa7853a1112a63b07eb089ba394.json.gpg	fork-only	added	15f8834e2272	fix(session): HOME-149 audit remediation	retained
data/linear-export/f6cba355-c75a-4235-8888-13cb6b2ecd32/baseline-teams-0-95c49ffe58f0bd8e2226eb16d6697b661a977207e73b974eaf3cabc39cbb2f45.json.gpg	fork-only	added	08b1bde0665a	fix(session): HOME-149 audit remediation	retained
data/linear-export/f6cba355-c75a-4235-8888-13cb6b2ecd32/baseline-workflowStates-0-7afc03c68a86faa1e3b10631983a5096b2032ef8f4ed146d01c1574e176ba361.json.gpg	fork-only	added	3d70f26b96e2	fix(session): HOME-149 audit remediation	retained
data/linear-export/f6cba355-c75a-4235-8888-13cb6b2ecd32/manifest-6d6c61bde82a7af5f6554aef8d342a321947809f62f2128b5de849c2fab25dff.json.gpg	fork-only	added	0fb36f8b04e3	fix(session): HOME-149 audit remediation	retained
data/linear-export/f6cba355-c75a-4235-8888-13cb6b2ecd32/overlap-attachments-0-a448ebd726705799eb463de552ae3288c953b0f3025965bafde288408e80db05.json.gpg	fork-only	added	6985383cbebf	fix(session): HOME-149 audit remediation	retained
data/linear-export/f6cba355-c75a-4235-8888-13cb6b2ecd32/overlap-comments-0-f94b4f28ca4a7db6733eae3e03a4b8e11c2860ba68816ee4f21c63e1f60c2c5d.json.gpg	fork-only	added	1655fd9f59bd	fix(session): HOME-149 audit remediation	retained
data/linear-export/f6cba355-c75a-4235-8888-13cb6b2ecd32/overlap-initiativeToProjects-0-4164313e4f2d517bbe72d631da3d470b24b4b53a368b7db0ee74c74665992d7e.json.gpg	fork-only	added	9a818e8b9e77	fix(session): HOME-149 audit remediation	retained
data/linear-export/f6cba355-c75a-4235-8888-13cb6b2ecd32/overlap-initiatives-0-14c9204758771cdba21b563ff007a5cc0c6a2c775feed80de59233124652f9b8.json.gpg	fork-only	added	e1ceb23928b0	fix(session): HOME-149 audit remediation	retained
data/linear-export/f6cba355-c75a-4235-8888-13cb6b2ecd32/overlap-issueLabels-0-62ab374610ba9a6c5404b23f449f5a59830bd36ad2a86f17cc5bd74a2e5dca64.json.gpg	fork-only	added	7725ec0e977d	fix(session): HOME-149 audit remediation	retained
data/linear-export/f6cba355-c75a-4235-8888-13cb6b2ecd32/overlap-issueRelations-0-8dbd3c56bff8e5ff977acf9b4343c498c36cfefa020bb0ee8e4455b9599dc71a.json.gpg	fork-only	added	ace9796cf342	fix(session): HOME-149 audit remediation	retained
data/linear-export/f6cba355-c75a-4235-8888-13cb6b2ecd32/overlap-issues-0-a09f606588c06c285f6edc95b7eefa21293959ee24c509c0dd2c9ec582b0f773.json.gpg	fork-only	added	ea8becb1b785	fix(session): HOME-149 audit remediation	retained
data/linear-export/f6cba355-c75a-4235-8888-13cb6b2ecd32/overlap-projectMilestones-0-e5cef9cd4c634b1a0e2734ec8716eca87ca689fbb1395a32d245e9c0ab1b63da.json.gpg	fork-only	added	3e87cf53c17f	fix(session): HOME-149 audit remediation	retained
data/linear-export/f6cba355-c75a-4235-8888-13cb6b2ecd32/overlap-projectUpdates-0-5dcd73a84f7458635ff79c093a339993d3967d5767213cc441cf3e2c4890eda6.json.gpg	fork-only	added	514260b58cd3	fix(session): HOME-149 audit remediation	retained
data/linear-export/f6cba355-c75a-4235-8888-13cb6b2ecd32/overlap-projects-0-9c47e13e5e4464aa6f3ac1deec947c2365af29a58ea5a0618ff31e33ab962e7b.json.gpg	fork-only	added	dd909b676483	fix(session): HOME-149 audit remediation	retained
data/linear-export/f6cba355-c75a-4235-8888-13cb6b2ecd32/overlap-teams-0-6751fb58f34b33448cbc24e56bd3dee821110a8fc2f230ea8f0bc2a2b196ece1.json.gpg	fork-only	added	69f2e76e6fe9	fix(session): HOME-149 audit remediation	retained
data/linear-export/f6cba355-c75a-4235-8888-13cb6b2ecd32/overlap-workflowStates-0-a4d526d5a0d9d0f3eeb60877dcc23c363c9a3db4293525d4d4a5f71229b22a9a.json.gpg	fork-only	added	ff8fe57efa1d	fix(session): HOME-149 audit remediation	retained
data/linear-export/f6cba355-c75a-4235-8888-13cb6b2ecd32/privacy-report-b38b66b418fb129209f1c8a1a226eb2a15c5a021f5227644fb5e6597a02333e4.json.gpg	fork-only	added	eda63ef4b993	fix(session): HOME-149 audit remediation	retained
data/linear-export/f6cba355-c75a-4235-8888-13cb6b2ecd32/scope-report-1c517d9a6496b70fec59735c949396b26ed50138425bd110574f477bb155e414.json.gpg	fork-only	added	b79edaebb245	fix(session): HOME-149 audit remediation	retained
data/linear-export/f6cba355-c75a-4235-8888-13cb6b2ecd32/source-hashes-08826c0c8248bb5048b78068a1f6d5823a68c9dcda3d1350d624632c8a1dace1.json.gpg	fork-only	added	1ce4e03bf8e3	fix(session): HOME-149 audit remediation	retained
data/linear-export/finalize/report-124891316e3bbaef0358ec60242a12e8352b42aad964d5748e39833db6c8f4f8.json.gpg	fork-only	added	18accd265bcb	fix(session): HOME-149 audit remediation	retained
docs/extensions.md	shared	modified	222564cd9533	session candidate: OMP-108	retained
docs/upstream-18.0.6-changelog.tsv	fork-only	added	ec9a00c04da9	docs(omp-156): finalize matrix/changelog proofs, gate results, and whitespace attributes; feat(omp-156): pre-merge inventory oracle and safe update driver	retained
docs/upstream-18.0.6-fork-matrix.tsv	fork-only	added	0b52aac14438	docs(omp-156): finalize matrix/changelog proofs, gate results, and whitespace attributes; feat(omp-156): pre-merge inventory oracle and safe update driver	retained
docs/upstream-18.0.6-fork-sources.tsv	fork-only	added	a3afa2e62165	feat(omp-156): pre-merge inventory oracle and safe update driver	retained
docs/upstream-18.0.6-upgrade.md	fork-only	added	1acb6d676304	docs(omp-156): finalize matrix/changelog proofs, gate results, and whitespace attributes; docs(omp-156): record pre-merge conflict-preview re-run (19 paths); feat(omp-156): pre-merge inventory oracle and safe update driver	retained
docs/upstream-guardrail.md	fork-only	added	59f2cd00fad7	OMP-229 standing guardrail procedure: weekly discovery, inventory rule, upstream-update review, guarded updater, baseline advancement	retained
docs/upstream/baseline.json	fork-only	added	b801fa8f9b70	OMP-229 accepted-upstream-baseline record: pins 18.0.6 review commits, version range, and record files for the standing guardrail	retained
docs/work-ledger-operations.md	fork-only	added	8aadc1e3405e	session candidate: OMP-108; session candidate: HOME-149; fix(cutover): resolve final audit findings; fix(work-ledger): finalize cutover remediation; feat(work-ledger): implement controlled Linear cutover (HOME-148)	retained
infra/work-ledger/install.sh	fork-only	added	aa38c49c4c28	session candidate: OMP-108; feat(work-ledger): implement controlled Linear cutover (HOME-148); feat(work-ledger): cutover authority, OAuth exporter credential, atomic activation (HOME-148); feat(work-ledger): interactive OMP workflow on WorkService (HOME-146, HOME-147); feat(work-ledger): PostgreSQL Work Ledger with Linear export and import (HOME-143, HOME-144, HOME-145, HOME-146)	retained
infra/work-ledger/linear-import-map.json	fork-only	added	57a83dfb72b5	feat(work-ledger): implement controlled Linear cutover (HOME-148); feat(work-ledger): cutover authority, OAuth exporter credential, atomic activation (HOME-148)	retained
package.json	shared	modified	5e24fe71c4de	fix(ci): pass --extra dev to work-ledger integration pytest invocation; fix(ci): route non-PR jobs to self-hosted rust runner and fix postgres integration test paths; feat(omp-156): pre-merge inventory oracle and safe update driver; session candidate: OMP-47; session candidate: OMP-21	retained
packages/ai/CHANGELOG.md	shared	modified	c23b8d5f3ff1	fix(ai): accept thinking-only Gemini Cloud Code Assist responses instead of treating silence as failure (HOME-120)	retained
packages/ai/test/context-overflow.test.ts	shared	modified	33ae87b86a99	test: reconcile context-overflow, kitty DA1, and system-prompt-dedup tests after v17.3.2 merge	retained
packages/ai/test/google-empty-response-retry.test.ts	shared	modified	947a7a8f0445	test(ai): reconcile thinking-only silence tests with fork policy after v17.3.2 merge (HOME-123); fix(ai): accept thinking-only Gemini Cloud Code Assist responses instead of treating silence as failure (HOME-120)	retained
packages/ai/test/google-gemini-cli-variant-routing.test.ts	shared	modified	11203d90f73c	fix(catalog): clamp Gemini Flash minimal thinking for Cloud Code Assist	retained
packages/ai/test/openai-completions-error-finish-reason.test.ts	shared	modified	f6dfa776ddd6	chore(omp-156): update stale retry-helper name in ai test comment	retained
packages/catalog/CHANGELOG.md	shared	modified	88dfeaea332f	fix(catalog): clamp Gemini Flash minimal thinking for Cloud Code Assist	retained
packages/catalog/src/model-cache.ts	shared	modified	286c55570fe6	fix(catalog): clamp Gemini Flash minimal thinking for Cloud Code Assist	retained
packages/catalog/src/models.json	shared	modified	188ec20fed2b	chore(omp-156): accept gen:models regeneration adjacent to the 18.0.6 merge; fix(catalog): clamp Gemini Flash minimal thinking for Cloud Code Assist	retained
packages/catalog/src/variant-collapse.ts	shared	modified	2fcb60451ab8	fix(catalog): clamp Gemini Flash minimal thinking for Cloud Code Assist	retained
packages/catalog/test/build.test.ts	shared	modified	5ad56a3d8ec0	fix(catalog): clamp Gemini Flash minimal thinking for Cloud Code Assist	retained
packages/catalog/test/long-context-pricing.test.ts	shared	modified	a483dc6a8b32	test(omp-156): re-pin catalog data tests to the accepted generation	retained
packages/catalog/test/minimax-bundled-catalog.test.ts	shared	modified	31a89ae83bbe	test(omp-156): re-pin catalog data tests to the accepted generation	retained
packages/catalog/test/variant-collapse.test.ts	shared	modified	6d4fe57be427	style(omp-156): biome formatting for verifier and re-fitted tests; fix(catalog): clamp Gemini Flash minimal thinking for Cloud Code Assist	retained
packages/coding-agent/CHANGELOG.md	shared	modified	adf7a7b65e23	session candidate: OMP-108; session candidate: OMP-89; feat(coding-agent): inline setStatus placement beside path segment (HOME-130); feat(coding-agent): cancellable plan_approved extension event (HOME-122); feat(coding-agent): expose taskDepth on ExtensionContext to distinguish main session from subagents (HOME-120)	retained
packages/coding-agent/src/advisor/advise-tool.ts	shared	modified	8cc4f14c5a9d	session candidate: OMP-47	retained
packages/coding-agent/src/advisor/runtime.ts	shared	modified	bb9c21470861	session candidate: OMP-127; session candidate: OMP-107; session candidate: OMP-47	retained
packages/coding-agent/src/cli/gc-cli.ts	shared	modified	ec2759628e76	fix(gc): restrict per-cwd retention to existing working directories; fix: slim session workflow loadout and isolate test execution (OMP-166)	retained
packages/coding-agent/src/config/settings.ts	shared	modified	c95ad0d578dc	ci: repair red main baseline (OMP-217); session candidate: OMP-172	retained
packages/coding-agent/src/extensibility/extensions/loader.ts	shared	modified	54992bea2627	session candidate: OMP-47	retained
packages/coding-agent/src/extensibility/extensions/runner.ts	shared	modified	3c2ebbf7903a	session candidate: OMP-108; session candidate: OMP-47; feat(coding-agent): cancellable plan_approved extension event (HOME-122); feat(coding-agent): expose taskDepth on ExtensionContext to distinguish main session from subagents (HOME-120)	retained
packages/coding-agent/src/extensibility/extensions/types.ts	shared	modified	593fe0ed9cf3	session candidate: OMP-108; session candidate: OMP-107; session candidate: OMP-47; feat(coding-agent): inline setStatus placement beside path segment (HOME-130); feat(coding-agent): cancellable plan_approved extension event (HOME-122)	retained
packages/coding-agent/src/extensibility/plugins/legacy-pi-compat.ts	shared	modified	b847212111e6	session candidate: OMP-89	retained
packages/coding-agent/src/index.ts	shared	modified	fcf482a7cf46	session candidate: OMP-107; session candidate: OMP-69	retained
packages/coding-agent/src/modes/acp/acp-agent.ts	shared	modified	8174a231c382	session candidate: OMP-47; feat(coding-agent): cancellable plan_approved extension event (HOME-122)	retained
packages/coding-agent/src/modes/components/status-line/component.ts	shared	modified	46bf80faa457	feat(coding-agent): inline setStatus placement beside path segment (HOME-130)	retained
packages/coding-agent/src/modes/controllers/extension-ui-controller.ts	shared	modified	8fe76974c649	session candidate: OMP-213; session candidate: OMP-47; feat(coding-agent): inline setStatus placement beside path segment (HOME-130)	retained
packages/coding-agent/src/modes/interactive-mode.ts	shared	modified	0b910b448da9	feat(coding-agent): cancellable plan_approved extension event (HOME-122)	retained
packages/coding-agent/src/modes/runtime-init.ts	shared	modified	14c7f2ff7f02	session candidate: OMP-47	retained
packages/coding-agent/src/prompts/advisor/system.md	shared	modified	60ae04592ed3	session candidate: OMP-47	retained
packages/coding-agent/src/sdk.ts	shared	modified	6d208ff9c21c	feat(coding-agent): expose taskDepth on ExtensionContext to distinguish main session from subagents (HOME-120)	retained
packages/coding-agent/src/session/agent-session.ts	shared	modified	abee39744747	session candidate: OMP-176; session candidate: OMP-107; style(session): fix biome format drift in agent-session.ts (introduced by 43f7536fda); fix(session): restore drained nextTurn batch on post-splice generation bails (OMP-71); session candidate: OMP-69	retained
packages/coding-agent/src/session/extension-delivery.ts	fork-only	added	54aea8fde589	session candidate: OMP-107; session candidate: OMP-47	retained
packages/coding-agent/src/session/session-advisors.ts	shared	modified	b60f4383c58f	session candidate: OMP-47	retained
packages/coding-agent/src/task/executor.ts	shared	modified	3f8906890e69	session candidate: OMP-47	retained
packages/coding-agent/src/utils/git.ts	shared	modified	1fefc8c4c596	session candidate: OMP-127	retained
packages/coding-agent/test/acp-agent.test.ts	shared	modified	54ff82363d68	feat(coding-agent): cancellable plan_approved extension event (HOME-122)	retained
packages/coding-agent/test/advisor/advisor.test.ts	shared	modified	2e906243011b	session candidate: OMP-47	retained
packages/coding-agent/test/agent-session-advisor-suppression.test.ts	shared	modified	fce9891476c3	style(omp-156): biome formatting for verifier and re-fitted tests; session candidate: OMP-127	retained
packages/coding-agent/test/agent-session-async-delivery.test.ts	shared	modified	983fd09814b9	session candidate: OMP-147; session candidate: OMP-107	retained
packages/coding-agent/test/agent-session-before-agent-start-attribution.test.ts	shared	modified	c33e02944d0f	session candidate: OMP-69	retained
packages/coding-agent/test/agent-session-plan-mode-convergence.test.ts	shared	modified	920ed7a11bb8	session candidate: OMP-147; session candidate: OMP-127	retained
