path	scope	state	head_blob	behavior	classification
data/linear-export/825e3ef4-4094-4b20-97da-64a7c477a306/delta-workflowStates-0-fcadda8c16735fdca0bd3c04a853fb01ca7bb882fc8d8c6d096e414260a9a649.json.gpg	fork-only	added	a5b3c9913732	fix(session): HOME-149 audit remediation	retained
data/linear-export/825e3ef4-4094-4b20-97da-64a7c477a306/manifest-4ea70db806de4fb0a5cf62da25e7465399d2eb2160e72f08d3ae05ce6ff3d9d1.json.gpg	fork-only	added	9551c1ef5443	fix(session): HOME-149 audit remediation	retained
data/linear-export/825e3ef4-4094-4b20-97da-64a7c477a306/privacy-report-b38b66b418fb129209f1c8a1a226eb2a15c5a021f5227644fb5e6597a02333e4.json.gpg	fork-only	added	19bae2b3c2cf	fix(session): HOME-149 audit remediation	retained
data/linear-export/825e3ef4-4094-4b20-97da-64a7c477a306/scope-report-24da03b4131572907f1cec73b9141ac214b8ac1cb337edae2d16098cd2cb7aa4.json.gpg	fork-only	added	2336c02c4928	fix(session): HOME-149 audit remediation	retained
data/linear-export/825e3ef4-4094-4b20-97da-64a7c477a306/source-hashes-08826c0c8248bb5048b78068a1f6d5823a68c9dcda3d1350d624632c8a1dace1.json.gpg	fork-only	added	46f53969cbc1	fix(session): HOME-149 audit remediation	retained
data/linear-export/c4e848b6-2e4f-423a-a502-c66e0f37e746/anomaly-report-4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945.json.gpg	fork-only	added	93f885e71d98	fix(session): HOME-149 audit remediation	retained
data/linear-export/c4e848b6-2e4f-423a-a502-c66e0f37e746/delta-attachments-0-cf94ef6b31dcd73d2e6157772d91df43a6a34226e526eba69c5f7b06a0b7b129.json.gpg	fork-only	added	a4576d3579ae	fix(session): HOME-149 audit remediation	retained
data/linear-export/c4e848b6-2e4f-423a-a502-c66e0f37e746/delta-comments-0-ac7f801fc8d461a39b5f830496f65c9d6edd144da21b0164649e04d7ef69a7e2.json.gpg	fork-only	added	3cf05a425d1f	fix(session): HOME-149 audit remediation	retained
data/linear-export/c4e848b6-2e4f-423a-a502-c66e0f37e746/delta-initiativeToProjects-0-8cc08a312d899cdc05f56829ffb96353beb09f8ea673d363253b2aaac218906d.json.gpg	fork-only	added	84171bb78f5e	fix(session): HOME-149 audit remediation	retained
data/linear-export/c4e848b6-2e4f-423a-a502-c66e0f37e746/delta-initiatives-0-5202a87396ffe34612fb8d4bf76663bf684ba8641a64e9f65675fb33ff2bafee.json.gpg	fork-only	added	80a850d06a04	fix(session): HOME-149 audit remediation	retained
data/linear-export/c4e848b6-2e4f-423a-a502-c66e0f37e746/delta-issueLabels-0-3f3fd6a09f85340be09acb053863f26ad4a26740eacf2e0cc2ac844576d8478e.json.gpg	fork-only	added	9b8e06736520	fix(session): HOME-149 audit remediation	retained
data/linear-export/c4e848b6-2e4f-423a-a502-c66e0f37e746/delta-issueRelations-0-f46b6419c933f96e75ae15ebe33140749ec3fe4ca149a2f63678fb2878dfcc8e.json.gpg	fork-only	added	4d0422320732	fix(session): HOME-149 audit remediation	retained
data/linear-export/c4e848b6-2e4f-423a-a502-c66e0f37e746/delta-issues-0-a0edcb0151046905570fa2ee26f9577173cc7d2334594f672b5d214a6e45a3f2.json.gpg	fork-only	added	a318b5295894	fix(session): HOME-149 audit remediation	retained
data/linear-export/c4e848b6-2e4f-423a-a502-c66e0f37e746/delta-projectMilestones-0-a9121db79c36d1c201d72d1566ff613fefb4f152f52694df136f424bf3b058cd.json.gpg	fork-only	added	0a83355e2466	fix(session): HOME-149 audit remediation	retained
data/linear-export/c4e848b6-2e4f-423a-a502-c66e0f37e746/delta-projectUpdates-0-30116fcc4e369faade7b3efaff36e94946e5087b8026b52af0127d3493909e1a.json.gpg	fork-only	added	64147b5cc09a	fix(session): HOME-149 audit remediation	retained
data/linear-export/c4e848b6-2e4f-423a-a502-c66e0f37e746/delta-projects-0-055a9c1a845c34c43f0d0e7c031e70701aafec8d369fe4122687d0453b9c9012.json.gpg	fork-only	added	28900091c5c9	fix(session): HOME-149 audit remediation	retained
data/linear-export/c4e848b6-2e4f-423a-a502-c66e0f37e746/delta-teams-0-2729caf2460169de901f54a08cae538064535040984541c76ddfd5af359e33dd.json.gpg	fork-only	added	f2f8de2c655e	fix(session): HOME-149 audit remediation	retained
data/linear-export/c4e848b6-2e4f-423a-a502-c66e0f37e746/delta-workflowStates-0-6e16344a4dc03c2a1c5ce774df0e620cff004661216008c36d0b72b5fde9cfa7.json.gpg	fork-only	added	9117107d0ecd	fix(session): HOME-149 audit remediation	retained
data/linear-export/c4e848b6-2e4f-423a-a502-c66e0f37e746/manifest-f3f84e1088d336e67d8b57f110b33c1293fc4658fab962d1df8b32a0439cab5a.json.gpg	fork-only	added	c4db66e4d083	fix(session): HOME-149 audit remediation	retained
data/linear-export/c4e848b6-2e4f-423a-a502-c66e0f37e746/privacy-report-b38b66b418fb129209f1c8a1a226eb2a15c5a021f5227644fb5e6597a02333e4.json.gpg	fork-only	added	ca6f956adbee	fix(session): HOME-149 audit remediation	retained
data/linear-export/c4e848b6-2e4f-423a-a502-c66e0f37e746/scope-report-24da03b4131572907f1cec73b9141ac214b8ac1cb337edae2d16098cd2cb7aa4.json.gpg	fork-only	added	31306dbd35fd	fix(session): HOME-149 audit remediation	retained
data/linear-export/c4e848b6-2e4f-423a-a502-c66e0f37e746/source-hashes-08826c0c8248bb5048b78068a1f6d5823a68c9dcda3d1350d624632c8a1dace1.json.gpg	fork-only	added	a2b0c818ac8c	fix(session): HOME-149 audit remediation	retained
data/linear-export/f6cba355-c75a-4235-8888-13cb6b2ecd32/anomaly-report-4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945.json.gpg	fork-only	added	3266b07359d4	fix(session): HOME-149 audit remediation	retained
data/linear-export/f6cba355-c75a-4235-8888-13cb6b2ecd32/baseline-attachments-0-149a51b759ebaffd7b234054b2b8253ebf72dd900669b2d6dc5855f1f1af4fc7.json.gpg	fork-only	added	c4da4387c2ae	fix(session): HOME-149 audit remediation	retained
data/linear-export/f6cba355-c75a-4235-8888-13cb6b2ecd32/baseline-comments-0-65b5ac635fdecc3d0f9bc43cd7cf815afc12034fbe47f5358062020c144489bf.json.gpg	fork-only	added	7f053fa03e09	fix(session): HOME-149 audit remediation	retained
data/linear-export/f6cba355-c75a-4235-8888-13cb6b2ecd32/baseline-comments-1-b68428a4c49def7dff3609752d44b729f677bebe73dc89ea764d81707d90362d.json.gpg	fork-only	added	4b9966b9988c	fix(session): HOME-149 audit remediation	retained
data/linear-export/f6cba355-c75a-4235-8888-13cb6b2ecd32/baseline-comments-2-f3be8e9dba966b9f3f8d512d2b10ef9d56577d91d0333611507bfabec936843d.json.gpg	fork-only	added	f1957017ee68	fix(session): HOME-149 audit remediation	retained
data/linear-export/f6cba355-c75a-4235-8888-13cb6b2ecd32/baseline-initiativeToProjects-0-66c0b4e2cf3b7ba75b9571884930ee881caf71c45a1a077d9277cdfd68398d98.json.gpg	fork-only	added	726c362e969e	fix(session): HOME-149 audit remediation	retained
data/linear-export/f6cba355-c75a-4235-8888-13cb6b2ecd32/baseline-initiatives-0-71154621c2b35f6a342aca67a8878147d15e9e7f0454b069d9cd3b0950cacde0.json.gpg	fork-only	added	ee6f53f52df2	fix(session): HOME-149 audit remediation	retained
data/linear-export/f6cba355-c75a-4235-8888-13cb6b2ecd32/baseline-issueLabels-0-f3d943e3d853541a15da1544b2422032943c5e6b47001167d572ad3f36652d7d.json.gpg	fork-only	added	39c4b784eff4	fix(session): HOME-149 audit remediation	retained
data/linear-export/f6cba355-c75a-4235-8888-13cb6b2ecd32/baseline-issueRelations-0-915702a848cd4fc0bb5a3f652f3379617689b8b90454e872eae3a8e0562ff6ef.json.gpg	fork-only	added	bcd1bf5f44bf	fix(session): HOME-149 audit remediation	retained
data/linear-export/f6cba355-c75a-4235-8888-13cb6b2ecd32/baseline-issues-0-075198295770cb2f280de7ce7bdc54950f10b689973bf0a42bbd1e6cfb40844f.json.gpg	fork-only	added	e7b4896a1d4c	fix(session): HOME-149 audit remediation	retained
data/linear-export/f6cba355-c75a-4235-8888-13cb6b2ecd32/baseline-issues-1-d9414e41a400b52a69ab6e6e86c9d37b603e12db6259cee3a8cb8000af9dafa7.json.gpg	fork-only	added	fcfe98a8eed9	fix(session): HOME-149 audit remediation	retained
data/linear-export/f6cba355-c75a-4235-8888-13cb6b2ecd32/baseline-issues-2-e86a9c8329f17061359df530c0bef8274dd1a8e7a474bfae1577635c134a6e72.json.gpg	fork-only	added	cd140d89d033	fix(session): HOME-149 audit remediation	retained
data/linear-export/f6cba355-c75a-4235-8888-13cb6b2ecd32/baseline-projectMilestones-0-e9ad680017408850c3cfe0458ff2ffec741b0e7e1e69acd88267db12c63f7d06.json.gpg	fork-only	added	3025f3169a24	fix(session): HOME-149 audit remediation	retained
data/linear-export/f6cba355-c75a-4235-8888-13cb6b2ecd32/baseline-projectUpdates-0-378f885cc25a6635a37f4d945a606cddf327b8a69f071fe8c11b5ce1ea2ff865.json.gpg	fork-only	added	98b66690ad46	fix(session): HOME-149 audit remediation	retained
data/linear-export/f6cba355-c75a-4235-8888-13cb6b2ecd32/baseline-projects-0-36a3a4255bae560f07b6099fcfd41a394d093fa7853a1112a63b07eb089ba394.json.gpg	fork-only	added	15f8834e2272	fix(session): HOME-149 audit remediation	retained
data/linear-export/f6cba355-c75a-4235-8888-13cb6b2ecd32/baseline-teams-0-95c49ffe58f0bd8e2226eb16d6697b661a977207e73b974eaf3cabc39cbb2f45.json.gpg	fork-only	added	08b1bde0665a	fix(session): HOME-149 audit remediation	retained
data/linear-export/f6cba355-c75a-4235-8888-13cb6b2ecd32/baseline-workflowStates-0-7afc03c68a86faa1e3b10631983a5096b2032ef8f4ed146d01c1574e176ba361.json.gpg	fork-only	added	3d70f26b96e2	fix(session): HOME-149 audit remediation	retained
data/linear-export/f6cba355-c75a-4235-8888-13cb6b2ecd32/manifest-6d6c61bde82a7af5f6554aef8d342a321947809f62f2128b5de849c2fab25dff.json.gpg	fork-only	added	0fb36f8b04e3	fix(session): HOME-149 audit remediation	retained
data/linear-export/f6cba355-c75a-4235-8888-13cb6b2ecd32/overlap-attachments-0-a448ebd726705799eb463de552ae3288c953b0f3025965bafde288408e80db05.json.gpg	fork-only	added	6985383cbebf	fix(session): HOME-149 audit remediation	retained
data/linear-export/f6cba355-c75a-4235-8888-13cb6b2ecd32/overlap-comments-0-f94b4f28ca4a7db6733eae3e03a4b8e11c2860ba68816ee4f21c63e1f60c2c5d.json.gpg	fork-only	added	1655fd9f59bd	fix(session): HOME-149 audit remediation	retained
data/linear-export/f6cba355-c75a-4235-8888-13cb6b2ecd32/overlap-initiativeToProjects-0-4164313e4f2d517bbe72d631da3d470b24b4b53a368b7db0ee74c74665992d7e.json.gpg	fork-only	added	9a818e8b9e77	fix(session): HOME-149 audit remediation	retained
data/linear-export/f6cba355-c75a-4235-8888-13cb6b2ecd32/overlap-initiatives-0-14c9204758771cdba21b563ff007a5cc0c6a2c775feed80de59233124652f9b8.json.gpg	fork-only	added	e1ceb23928b0	fix(session): HOME-149 audit remediation	retained
data/linear-export/f6cba355-c75a-4235-8888-13cb6b2ecd32/overlap-issueLabels-0-62ab374610ba9a6c5404b23f449f5a59830bd36ad2a86f17cc5bd74a2e5dca64.json.gpg	fork-only	added	7725ec0e977d	fix(session): HOME-149 audit remediation	retained
data/linear-export/f6cba355-c75a-4235-8888-13cb6b2ecd32/overlap-issueRelations-0-8dbd3c56bff8e5ff977acf9b4343c498c36cfefa020bb0ee8e4455b9599dc71a.json.gpg	fork-only	added	ace9796cf342	fix(session): HOME-149 audit remediation	retained
data/linear-export/f6cba355-c75a-4235-8888-13cb6b2ecd32/overlap-issues-0-a09f606588c06c285f6edc95b7eefa21293959ee24c509c0dd2c9ec582b0f773.json.gpg	fork-only	added	ea8becb1b785	fix(session): HOME-149 audit remediation	retained
data/linear-export/f6cba355-c75a-4235-8888-13cb6b2ecd32/overlap-projectMilestones-0-e5cef9cd4c634b1a0e2734ec8716eca87ca689fbb1395a32d245e9c0ab1b63da.json.gpg	fork-only	added	3e87cf53c17f	fix(session): HOME-149 audit remediation	retained
data/linear-export/f6cba355-c75a-4235-8888-13cb6b2ecd32/overlap-projectUpdates-0-5dcd73a84f7458635ff79c093a339993d3967d5767213cc441cf3e2c4890eda6.json.gpg	fork-only	added	514260b58cd3	fix(session): HOME-149 audit remediation	retained
data/linear-export/f6cba355-c75a-4235-8888-13cb6b2ecd32/overlap-projects-0-9c47e13e5e4464aa6f3ac1deec947c2365af29a58ea5a0618ff31e33ab962e7b.json.gpg	fork-only	added	dd909b676483	fix(session): HOME-149 audit remediation	retained
data/linear-export/f6cba355-c75a-4235-8888-13cb6b2ecd32/overlap-teams-0-6751fb58f34b33448cbc24e56bd3dee821110a8fc2f230ea8f0bc2a2b196ece1.json.gpg	fork-only	added	69f2e76e6fe9	fix(session): HOME-149 audit remediation	retained
data/linear-export/f6cba355-c75a-4235-8888-13cb6b2ecd32/overlap-workflowStates-0-a4d526d5a0d9d0f3eeb60877dcc23c363c9a3db4293525d4d4a5f71229b22a9a.json.gpg	fork-only	added	ff8fe57efa1d	fix(session): HOME-149 audit remediation	retained
data/linear-export/f6cba355-c75a-4235-8888-13cb6b2ecd32/privacy-report-b38b66b418fb129209f1c8a1a226eb2a15c5a021f5227644fb5e6597a02333e4.json.gpg	fork-only	added	eda63ef4b993	fix(session): HOME-149 audit remediation	retained
data/linear-export/f6cba355-c75a-4235-8888-13cb6b2ecd32/scope-report-1c517d9a6496b70fec59735c949396b26ed50138425bd110574f477bb155e414.json.gpg	fork-only	added	b79edaebb245	fix(session): HOME-149 audit remediation	retained
data/linear-export/f6cba355-c75a-4235-8888-13cb6b2ecd32/source-hashes-08826c0c8248bb5048b78068a1f6d5823a68c9dcda3d1350d624632c8a1dace1.json.gpg	fork-only	added	1ce4e03bf8e3	fix(session): HOME-149 audit remediation	retained
data/linear-export/finalize/report-124891316e3bbaef0358ec60242a12e8352b42aad964d5748e39833db6c8f4f8.json.gpg	fork-only	added	18accd265bcb	fix(session): HOME-149 audit remediation	retained
docs/adr/0001-autonomous-execution-and-qualification.md	fork-only	added	238717c26197	OMP-325: ADR 0001 autonomous execution, default recipe, and sustained-use qualification gate; copied byte-identical from /home/thetu/oh-my-pi/docs/adr/0001-autonomous-execution-and-qualification.md	retained
docs/adr/0002-shared-authority-and-scoped-research.md	fork-only	added	08a1bb94a93f	OMP-325: ADR 0002 shared authority foundation, unified execution primitives, and scoped autoresearch governance; copied byte-identical from /home/thetu/oh-my-pi/docs/adr/0002-shared-authority-and-scoped-research.md	retained
docs/adr/0003-effect-free-inference-replacement.md	fork-only	added	80cae1a3f4ff	OMP-325: ADR 0003 bounded replacement of uncertain effect-free inference; copied byte-identical from /home/thetu/oh-my-pi/docs/adr/0003-effect-free-inference-replacement.md	retained
docs/adr/0004-hard-padlock-control-plane.md	fork-only	added	3b5082500dde	OMP-325: ADR 0004 hard padlock control plane, sole mutator, effort launch-gate, and reviewer requirements; copied byte-identical from /home/thetu/oh-my-pi/docs/adr/0004-hard-padlock-control-plane.md	retained
docs/bookends-open-work-review.md	fork-only	added	40d195ba6b80	Complete open Bookends item review, dependency reconciliation, and stabilization scope gaps; OMP-325 FK-0 amendment	retained
docs/cpk0/README.md	fork-only	added	591c29cf9317	OMP-287: Documentation and field reference for the committed CPK-0 surface inventory; OMP-204-s02: documents prompts and rule_paths sections; OMP-204-s04: documents baseline budgets, fields, re-freezing, machine dependence, and --check	retained
docs/cpk0/baseline.json	fork-only	added	f02dcf4098b4	OMP-204-s04: Committed CPK-0 baseline measurement and budget thresholds for startup latency, memory overhead, and system prompt tokens on Linux	retained
docs/cpk0/surface-inventory.json	fork-only	added	fa1f5d7e3258	OMP-287: Committed CPK-0 surface inventory covering first-party tools, extension/hook interfaces, and authority crossings; OMP-204-s02: prompts + rule_paths; OMP-298-s02: prompts include the Jev auto-thinking question texts (difficulty, no_repro, irreversible, live_cutover); OMP-298-s03: prompts include the Jev unexpected-stop statement text; OMP-299: tournament judge and summarize prompts	retained
docs/extensions.md	shared	modified	b18c244aaa8e	session candidate: OMP-108; OMP-246: Document guarded persisted-turn scheduling and refusal semantics; OMP-246: Document bounded native task recovery opt-in and refusal contracts; OMP-246: Document certified resumed-task result reuse and uncertain-processing refusal; OMP-246: Document runtime-only original-task authority and certified delivery contracts	retained
docs/fleet-knowledge-fk1-fk2.md	fork-only	added	68c3a3ce729e	OMP-279: FK-1/FK-2 closeout record — the four exact reads and scopes (events refuses candidate-scoped principals), per-workspace advisory-lock commit watermark and cursor semantics, (created_at, work_id) keyset order, knowledge_contracts models and the two hash preimages, knowledge_source identity resolution and manifest capture; acceptance is source delivery plus candidate qualification only, approval committed in s07, deploy/restart/live activation are owner mutation-window actions, FK-3 moved to OMP-288, no FK release claim	retained
docs/installation-isolation.md	fork-only	added	6b557a5b1d02	OMP-249 installation boundary, ledger reconciliation, qualification limits, and operator promotion/rollback; OMP-246: Describe bounded persisted unanswered-turn qualification and remaining history limits; OMP-246: Define task crash qualification and unsupported history limits; OMP-246: Define completed-result qualification and legacy/partial-processing limits; OMP-246: Describe strict first-run readiness and unstarted-processing installed cut; OMP-335-s03: document the split installed-runtime evidence artifacts and full-mode release qualification	retained
docs/instruction-scope.md	fork-only	added	4917d603c1cf	OMP-243: Document assigned-role completion and qualified OMP-scoped Ponytail controls	retained
docs/omp-child-read-continuation-plan.md	fork-only	added	441673442d9d	OMP-246: Bound native read certification, processing claims and same-child continuation admission	retained
docs/omp-child-read-recovery-plan.md	fork-only	added	5334650f6320	OMP-246: Bound durable native read and held child-response crash reproduction	retained
docs/omp-completed-task-result-plan.md	fork-only	added	42ffab0e6c1c	OMP-246: Certified native readiness and one-time result-processing plan with ownership constraints	retained
docs/omp-first-run-task-result-gap-plan.md	fork-only	added	8e78d5fb4fbb	OMP-246: Bounded ordinary first-run completion crash reproduction and strict frozen-cut evidence plan	retained
docs/omp-first-run-task-result-plan.md	fork-only	added	0455bf8d750b	OMP-246: Bound original task certification, runtime authority, snapshot lineage and processing ownership	retained
docs/omp-intake-exploration-implementation-plan.md	fork-only	added	535692333d0f	OMP-267 r2 (5ed47036-ffbe-5aa4-9c0c-f605e3ee6fc0): retain versioned 03B A-D contract, five native owners and staged gates; binds OMP-268 to verified r3, records pending OMP-269 E3 and OMP-270 E4 description-contract-v2 corrections covering neutral synthesis presentation, structural provenance, honest breadth/raw-pool access, focused posture/frame/breadth qualification and pre/post concept-coverage lineage; qualified E2/E3/NSI-5/NSI-6/H0 remain unresolved, so docs only with no runtime/fixture/canary/N4/rollout claim; source base=7e681a8a48dffa07636dcf4daf182a36e219c3b8; upstream target=b4e8e856ad40294167679a3f88417c07429fe59b; checks: git diff --check; bun test scripts/upstream-inventory.test.ts scripts/verify-upstream-handoff.test.ts; bun scripts/upstream-inventory.ts; retained	retained
